DateOfDeparture,Departure,Fog-d,Rain-d,Hail-d,Thunder-d,Snow-d
2011-11-07,PHL,1,0,0,0,0
2011-11-08,PHL,0,0,0,0,0
2011-11-09,PHL,1,0,0,0,0
2011-11-10,PHL,1,1,0,0,0
2011-11-11,PHL,0,0,0,0,0
2011-11-12,PHL,0,0,0,0,0
2011-11-13,PHL,0,0,0,0,0
2011-11-14,PHL,0,0,0,0,0
2011-11-15,PHL,0,0,0,0,0
2011-11-16,PHL,0,1,0,0,0
2011-11-17,PHL,0,1,0,0,0
2011-11-18,PHL,0,0,0,0,0
2011-11-19,PHL,0,0,0,0,0
2011-11-20,PHL,0,1,0,0,0
2011-11-21,PHL,0,1,0,0,0
2011-11-22,PHL,0,1,0,0,0
2011-11-23,PHL,1,1,0,0,0
2011-11-24,PHL,0,0,0,0,0
2011-11-25,PHL,0,0,0,0,0
2011-11-26,PHL,0,0,0,0,0
2011-11-27,PHL,0,0,0,0,0
2011-11-28,PHL,0,0,0,0,0
2011-11-29,PHL,0,1,0,0,0
2011-11-30,PHL,0,0,0,0,0
2011-12-01,PHL,0,0,0,0,0
2011-12-02,PHL,0,0,0,0,0
2011-12-03,PHL,0,0,0,0,0
2011-12-04,PHL,0,0,0,0,0
2011-12-05,PHL,1,1,0,0,0
2011-12-06,PHL,0,1,0,0,0
2011-12-07,PHL,1,1,0,0,0
2011-12-08,PHL,0,1,0,0,0
2011-12-09,PHL,0,0,0,0,0
2011-12-10,PHL,0,0,0,0,0
2011-12-11,PHL,0,0,0,0,0
2011-12-12,PHL,0,0,0,0,0
2011-12-13,PHL,0,0,0,0,0
2011-12-14,PHL,0,0,0,0,0
2011-12-15,PHL,0,1,0,0,0
2011-12-16,PHL,0,0,0,0,0
2011-12-17,PHL,0,0,0,0,0
2011-12-18,PHL,0,0,0,0,0
2011-12-19,PHL,0,0,0,0,0
2011-12-20,PHL,0,1,0,0,0
2011-12-21,PHL,0,1,0,0,0
2011-12-22,PHL,0,1,0,0,0
2011-12-23,PHL,0,1,0,0,0
2011-12-24,PHL,0,0,0,0,0
2011-12-25,PHL,0,0,0,0,0
2011-12-26,PHL,0,0,0,0,0
2011-12-27,PHL,0,1,0,0,0
2011-12-28,PHL,0,0,0,0,0
2011-12-29,PHL,0,0,0,0,0
2011-12-30,PHL,0,0,0,0,0
2011-12-31,PHL,0,0,0,0,0
2011-09-01,BOS,0,0,0,0,0
2011-09-02,BOS,0,0,0,0,0
2011-09-03,BOS,0,0,0,0,0
2011-09-04,BOS,0,0,0,0,0
2011-09-05,BOS,0,0,0,0,0
2011-09-06,BOS,0,1,0,0,0
2011-09-07,BOS,0,1,0,0,0
2011-09-08,BOS,0,1,0,0,0
2011-09-09,BOS,1,0,0,0,0
2011-09-10,BOS,0,0,0,0,0
2011-09-11,BOS,0,0,0,0,0
2011-09-12,BOS,0,0,0,0,0
2011-09-13,BOS,0,0,0,0,0
2011-09-14,BOS,0,1,0,1,0
2011-09-15,BOS,0,1,0,0,0
2011-09-16,BOS,0,0,0,0,0
2011-09-17,BOS,0,0,0,0,0
2011-09-18,BOS,0,0,0,0,0
2011-09-19,BOS,0,0,0,0,0
2011-09-20,BOS,0,1,0,0,0
2011-09-21,BOS,1,0,0,0,0
2011-09-22,BOS,0,1,0,0,0
2011-09-23,BOS,1,1,0,0,0
2011-09-24,BOS,0,1,0,0,0
2011-09-25,BOS,0,0,0,0,0
2011-09-26,BOS,0,0,0,0,0
2011-09-27,BOS,0,0,0,0,0
2011-09-28,BOS,0,0,0,0,0
2011-09-29,BOS,1,1,0,1,0
2011-09-30,BOS,0,0,0,0,0
2011-10-01,BOS,0,1,0,1,0
2011-10-02,BOS,0,1,0,0,0
2011-10-03,BOS,1,1,0,0,0
2011-10-04,BOS,0,1,0,0,0
2011-10-05,BOS,0,1,0,0,0
2011-10-06,BOS,0,0,0,0,0
2011-10-07,BOS,0,0,0,0,0
2011-10-08,BOS,0,0,0,0,0
2011-10-09,BOS,0,0,0,0,0
2011-10-10,BOS,0,0,0,0,0
2011-10-11,BOS,0,0,0,0,0
2011-10-12,BOS,0,1,0,0,0
2011-10-13,BOS,0,1,0,0,0
2011-10-14,BOS,1,1,0,1,0
2011-10-15,BOS,0,1,0,0,0
2011-10-16,BOS,0,0,0,0,0
2011-10-17,BOS,0,1,0,0,0
2011-10-18,BOS,0,0,0,0,0
2011-10-19,BOS,0,1,0,0,0
2011-10-20,BOS,1,1,0,0,0
2011-10-21,BOS,0,0,0,0,0
2011-10-22,BOS,0,0,0,0,0
2011-10-23,BOS,0,0,0,0,0
2011-10-24,BOS,0,1,0,0,0
2011-10-25,BOS,0,1,0,0,0
2011-10-26,BOS,0,1,0,0,0
2011-10-27,BOS,0,1,0,0,1
2011-10-28,BOS,0,0,0,0,0
2011-10-29,BOS,0,1,0,0,1
2011-10-30,BOS,0,1,0,0,1
2011-10-31,BOS,0,0,0,0,0
2011-11-01,BOS,0,0,0,0,0
2011-11-02,BOS,0,0,0,0,0
2011-11-03,BOS,0,0,0,0,0
2011-11-04,BOS,0,0,0,0,0
2011-11-05,BOS,0,0,0,0,0
2011-11-06,BOS,0,0,0,0,0
2011-11-07,BOS,0,0,0,0,0
2011-11-08,BOS,0,0,0,0,0
2011-11-09,BOS,0,0,0,0,0
2011-11-10,BOS,1,1,0,0,0
2011-11-11,BOS,0,1,0,0,0
2011-11-12,BOS,0,0,0,0,0
2011-11-13,BOS,0,0,0,0,0
2011-11-14,BOS,0,0,0,0,0
2011-11-15,BOS,0,1,0,0,0
2011-11-16,BOS,0,1,0,0,0
2011-11-17,BOS,0,1,0,0,0
2011-11-18,BOS,0,0,0,0,0
2011-11-19,BOS,0,0,0,0,0
2011-11-20,BOS,0,0,0,0,0
2011-11-21,BOS,0,0,0,0,0
2011-11-22,BOS,0,1,0,0,0
2011-11-23,BOS,0,1,0,0,0
2011-11-24,BOS,0,0,0,0,0
2011-11-25,BOS,0,0,0,0,0
2011-11-26,BOS,0,0,0,0,0
2011-11-27,BOS,1,0,0,0,0
2011-11-28,BOS,0,0,0,0,0
2011-11-29,BOS,0,1,0,0,0
2011-11-30,BOS,0,1,0,0,0
2011-12-01,BOS,0,0,0,0,0
2011-12-02,BOS,0,0,0,0,0
2011-12-03,BOS,0,0,0,0,0
2011-12-04,BOS,0,0,0,0,0
2011-12-05,BOS,0,0,0,0,0
2011-12-06,BOS,0,1,0,0,0
2011-12-07,BOS,0,1,0,0,0
2011-12-08,BOS,0,1,0,0,0
2011-12-09,BOS,0,0,0,0,0
2011-12-10,BOS,0,0,0,0,0
2011-12-11,BOS,0,0,0,0,0
2011-12-12,BOS,0,0,0,0,0
2011-12-13,BOS,0,0,0,0,0
2011-12-14,BOS,0,0,0,0,0
2011-12-15,BOS,0,1,0,0,0
2011-12-16,BOS,0,0,0,0,0
2011-12-17,BOS,0,0,0,0,0
2011-12-18,BOS,0,0,0,0,0
2011-12-19,BOS,0,0,0,0,0
2011-12-20,BOS,0,0,0,0,0
2011-12-21,BOS,0,1,0,0,0
2011-12-22,BOS,0,1,0,0,0
2011-12-23,BOS,0,1,0,0,0
2011-12-24,BOS,0,0,0,0,0
2011-12-25,BOS,0,1,0,0,1
2011-12-26,BOS,0,0,0,0,0
2011-12-27,BOS,0,1,0,0,0
2011-12-28,BOS,0,1,0,0,0
2011-12-29,BOS,0,0,0,0,0
2011-12-30,BOS,0,0,0,0,0
2011-12-31,BOS,0,1,0,0,0
2011-09-01,LGA,0,0,0,0,0
2011-09-02,LGA,0,0,0,0,0
2011-09-03,LGA,0,0,0,0,0
2011-09-04,LGA,0,0,0,0,0
2011-09-05,LGA,0,1,0,0,0
2011-09-06,LGA,0,1,0,0,0
2011-09-07,LGA,0,1,0,1,0
2011-09-08,LGA,0,1,0,0,0
2011-09-09,LGA,0,0,0,0,0
2011-09-10,LGA,0,0,0,0,0
2011-09-11,LGA,0,1,0,0,0
2011-09-12,LGA,0,0,0,0,0
2011-09-13,LGA,0,0,0,0,0
2011-09-14,LGA,0,0,0,0,0
2011-09-15,LGA,0,1,0,0,0
2011-09-16,LGA,0,0,0,0,0
2011-09-17,LGA,0,0,0,0,0
2011-09-18,LGA,0,0,0,0,0
2011-09-19,LGA,0,0,0,0,0
2011-09-20,LGA,0,1,0,0,0
2011-09-21,LGA,0,1,0,0,0
2011-09-22,LGA,0,1,0,0,0
2011-09-23,LGA,1,1,0,0,0
2011-09-24,LGA,0,0,0,0,0
2011-09-25,LGA,0,0,0,0,0
2011-09-26,LGA,0,0,0,0,0
2011-09-27,LGA,0,0,0,0,0
2011-09-28,LGA,0,1,0,0,0
2011-09-29,LGA,0,1,0,1,0
2011-09-30,LGA,0,1,0,0,0
2011-10-01,LGA,0,1,0,0,0
2011-10-02,LGA,0,1,0,0,0
2011-10-03,LGA,0,1,0,0,0
2011-10-04,LGA,0,0,0,0,0
2011-10-05,LGA,0,0,0,0,0
2011-10-06,LGA,0,0,0,0,0
2011-10-07,LGA,0,0,0,0,0
2011-10-08,LGA,0,0,0,0,0
2011-10-09,LGA,0,0,0,0,0
2011-10-10,LGA,0,0,0,0,0
2011-10-11,LGA,0,0,0,0,0
2011-10-12,LGA,0,1,0,0,0
2011-10-13,LGA,0,1,0,0,0
2011-10-14,LGA,0,1,0,1,0
2011-10-15,LGA,0,0,0,0,0
2011-10-16,LGA,0,0,0,0,0
2011-10-17,LGA,0,1,0,0,0
2011-10-18,LGA,0,0,0,0,0
2011-10-19,LGA,0,1,0,0,0
2011-10-20,LGA,0,1,0,0,0
2011-10-21,LGA,0,0,0,0,0
2011-10-22,LGA,0,0,0,0,0
2011-10-23,LGA,0,0,0,0,0
2011-10-24,LGA,0,1,0,0,0
2011-10-25,LGA,0,0,0,0,0
2011-10-26,LGA,0,0,0,0,0
2011-10-27,LGA,0,1,0,0,0
2011-10-28,LGA,0,0,0,0,0
2011-10-29,LGA,1,1,0,0,1
2011-10-30,LGA,0,0,0,0,1
2011-10-31,LGA,0,0,0,0,0
2011-11-01,LGA,0,0,0,0,0
2011-11-02,LGA,0,0,0,0,0
2011-11-03,LGA,0,0,0,0,0
2011-11-04,LGA,0,0,0,0,0
2011-11-05,LGA,0,0,0,0,0
2011-11-06,LGA,0,0,0,0,0
2011-11-07,LGA,0,0,0,0,0
2011-11-08,LGA,0,0,0,0,0
2011-11-09,LGA,1,0,0,0,0
2011-11-10,LGA,1,1,0,0,0
2011-11-11,LGA,0,1,0,0,0
2011-11-12,LGA,0,0,0,0,0
2011-11-13,LGA,0,0,0,0,0
2011-11-14,LGA,0,0,0,0,0
2011-11-15,LGA,0,1,0,0,0
2011-11-16,LGA,0,1,0,0,0
2011-11-17,LGA,0,1,0,0,0
2011-11-18,LGA,0,0,0,0,0
2011-11-19,LGA,0,0,0,0,0
2011-11-20,LGA,0,0,0,0,0
2011-11-21,LGA,0,1,0,0,0
2011-11-22,LGA,0,1,0,0,0
2011-11-23,LGA,0,1,0,0,0
2011-11-24,LGA,0,0,0,0,0
2011-11-25,LGA,0,0,0,0,0
2011-11-26,LGA,0,0,0,0,0
2011-11-27,LGA,0,0,0,0,0
2011-11-28,LGA,0,0,0,0,0
2011-11-29,LGA,0,1,0,0,0
2011-11-30,LGA,0,0,0,0,0
2011-12-01,LGA,0,0,0,0,0
2011-12-02,LGA,0,0,0,0,0
2011-12-03,LGA,0,0,0,0,0
2011-12-04,LGA,0,0,0,0,0
2011-12-05,LGA,1,0,0,0,0
2011-12-06,LGA,0,1,0,0,0
2011-12-07,LGA,0,1,0,0,0
2011-12-08,LGA,0,1,0,0,0
2011-12-09,LGA,0,0,0,0,0
2011-12-10,LGA,0,0,0,0,0
2011-12-11,LGA,0,0,0,0,0
2011-12-12,LGA,0,0,0,0,0
2011-12-13,LGA,0,0,0,0,0
2011-12-14,LGA,0,0,0,0,0
2011-12-15,LGA,0,1,0,0,0
2011-12-16,LGA,0,0,0,0,0
2011-12-17,LGA,0,0,0,0,0
2011-12-18,LGA,0,0,0,0,0
2011-12-19,LGA,0,0,0,0,0
2011-12-20,LGA,0,1,0,0,0
2011-12-21,LGA,0,1,0,0,0
2011-12-22,LGA,0,1,0,0,0
2011-12-23,LGA,0,1,0,0,0
2011-12-24,LGA,0,0,0,0,0
2011-12-25,LGA,0,0,0,0,0
2011-12-26,LGA,0,0,0,0,0
2011-12-27,LGA,0,1,0,0,0
2011-12-28,LGA,0,0,0,0,0
2011-12-29,LGA,0,0,0,0,0
2011-12-30,LGA,0,0,0,0,0
2011-12-31,LGA,0,0,0,0,0
2012-01-01,ATL,0,0,0,0,0
2012-01-02,ATL,0,0,0,0,0
2012-01-03,ATL,0,0,0,0,0
2012-01-04,ATL,0,0,0,0,0
2012-01-05,ATL,0,0,0,0,0
2012-01-06,ATL,0,0,0,0,0
2012-01-07,ATL,0,0,0,0,0
2012-01-08,ATL,1,1,0,0,0
2012-01-09,ATL,1,1,0,0,0
2012-01-10,ATL,1,1,0,0,0
2012-01-11,ATL,0,1,0,1,0
2012-01-12,ATL,0,1,0,0,0
2012-01-13,ATL,0,0,0,0,0
2012-01-14,ATL,0,0,0,0,0
2012-01-15,ATL,0,0,0,0,0
2012-01-16,ATL,0,0,0,0,0
2012-01-17,ATL,0,1,0,1,0
2012-01-18,ATL,0,1,0,0,0
2012-01-19,ATL,0,0,0,0,0
2012-01-20,ATL,0,1,0,0,0
2012-01-21,ATL,0,1,0,1,0
2012-01-22,ATL,1,1,0,0,0
2012-01-23,ATL,1,1,0,1,0
2012-01-24,ATL,1,0,0,0,0
2012-01-25,ATL,0,0,0,0,0
2012-01-26,ATL,1,1,0,0,0
2012-01-27,ATL,0,1,0,0,0
2012-01-28,ATL,0,0,0,0,0
2012-01-29,ATL,0,0,0,0,0
2012-01-30,ATL,0,0,0,0,0
2012-01-31,ATL,0,0,0,0,0
2012-02-01,ATL,0,1,0,0,0
2012-02-02,ATL,0,0,0,0,0
2012-02-03,ATL,0,0,0,0,0
2012-02-04,ATL,0,1,0,0,0
2012-02-05,ATL,0,0,0,0,0
2012-02-06,ATL,0,0,0,0,0
2012-02-07,ATL,0,0,0,0,0
2012-02-08,ATL,0,1,0,0,0
2012-02-09,ATL,0,0,0,0,0
2012-02-10,ATL,0,1,0,0,0
2012-02-11,ATL,0,0,0,0,0
2012-02-12,ATL,0,0,0,0,0
2012-02-13,ATL,0,1,0,0,0
2012-02-14,ATL,0,1,0,0,0
2012-02-15,ATL,0,0,0,0,0
2012-02-16,ATL,1,1,0,0,0
2012-02-17,ATL,0,0,0,0,0
2012-02-18,ATL,0,1,0,0,0
2012-02-19,ATL,0,1,0,0,0
2012-02-20,ATL,0,0,0,0,0
2012-02-21,ATL,0,0,0,0,0
2012-02-22,ATL,0,0,0,0,0
2012-02-23,ATL,0,0,0,0,0
2012-02-24,ATL,0,1,0,1,0
2012-02-25,ATL,0,0,0,0,0
2012-02-26,ATL,0,0,0,0,0
2012-02-27,ATL,0,0,0,0,0
2012-02-28,ATL,0,1,0,0,0
2012-02-29,ATL,0,1,0,0,0
2012-03-01,ATL,0,1,0,1,0
2012-03-02,ATL,0,1,0,1,0
2012-03-03,ATL,0,1,0,1,0
2012-03-04,ATL,0,0,0,0,0
2012-03-05,ATL,0,0,0,0,0
2012-03-06,ATL,0,0,0,0,0
2012-03-07,ATL,0,0,0,0,0
2012-03-08,ATL,0,0,0,0,0
2012-03-09,ATL,0,1,0,0,0
2012-03-10,ATL,0,0,0,0,0
2012-03-11,ATL,0,0,0,0,0
2012-03-12,ATL,0,1,0,0,0
2012-03-13,ATL,0,1,0,1,0
2012-03-14,ATL,0,0,0,0,0
2012-03-15,ATL,0,1,0,0,0
2012-03-16,ATL,0,0,0,0,0
2012-03-17,ATL,0,1,0,0,0
2012-03-18,ATL,0,0,0,0,0
2012-03-19,ATL,0,0,0,0,0
2012-03-20,ATL,0,0,0,0,0
2012-03-21,ATL,0,0,0,0,0
2012-03-22,ATL,0,1,0,0,0
2012-03-23,ATL,0,1,0,0,0
2012-03-24,ATL,0,1,0,0,0
2012-03-25,ATL,0,0,0,0,0
2012-03-26,ATL,0,0,0,0,0
2012-03-27,ATL,0,0,0,0,0
2012-03-28,ATL,0,0,0,0,0
2012-03-29,ATL,0,0,0,0,0
2012-03-30,ATL,0,1,0,0,0
2012-03-31,ATL,0,1,0,0,0
2012-04-01,ATL,0,0,0,0,0
2012-04-02,ATL,0,0,0,0,0
2012-04-03,ATL,0,0,0,0,0
2012-04-04,ATL,0,1,0,0,0
2012-04-05,ATL,0,1,0,0,0
2012-04-06,ATL,0,0,0,0,0
2012-04-07,ATL,0,0,0,0,0
2012-04-08,ATL,0,0,0,0,0
2012-04-09,ATL,0,0,0,0,0
2012-04-10,ATL,0,1,0,0,0
2012-04-11,ATL,0,0,0,0,0
2012-04-12,ATL,0,0,0,0,0
2012-04-13,ATL,0,0,0,0,0
2012-04-14,ATL,0,0,0,0,0
2012-04-15,ATL,0,0,0,0,0
2012-04-16,ATL,0,1,0,0,0
2012-04-17,ATL,1,1,0,0,0
2012-04-18,ATL,0,1,0,0,0
2012-04-19,ATL,0,0,0,0,0
2012-04-20,ATL,1,0,0,0,0
2012-04-21,ATL,0,1,0,1,0
2012-04-22,ATL,0,0,0,0,0
2012-04-23,ATL,0,0,0,0,0
2012-04-24,ATL,0,0,0,0,0
2012-04-25,ATL,0,0,0,0,0
2012-04-26,ATL,0,0,0,0,0
2012-04-27,ATL,0,0,0,0,0
2012-04-28,ATL,0,0,0,0,0
2012-04-29,ATL,1,0,0,0,0
2012-04-30,ATL,0,0,0,0,0
2012-05-01,ATL,0,0,0,0,0
2012-05-02,ATL,0,0,0,0,0
2012-05-03,ATL,0,0,0,0,0
2012-05-04,ATL,1,1,0,0,0
2012-05-05,ATL,0,0,0,0,0
2012-05-06,ATL,0,1,0,1,0
2012-05-07,ATL,0,1,0,1,0
2012-05-08,ATL,0,0,0,1,0
2012-05-09,ATL,0,1,0,0,0
2012-05-10,ATL,0,0,0,0,0
2012-05-11,ATL,0,0,0,0,0
2012-05-12,ATL,0,1,0,0,0
2012-05-13,ATL,0,1,0,0,0
2012-05-14,ATL,0,1,0,0,0
2012-05-15,ATL,0,0,0,0,0
2012-05-16,ATL,0,0,0,0,0
2012-05-17,ATL,0,1,0,0,0
2012-05-18,ATL,0,0,0,0,0
2012-05-19,ATL,0,0,0,0,0
2012-05-20,ATL,0,1,0,1,0
2012-05-21,ATL,0,1,0,1,0
2012-05-22,ATL,0,1,0,0,0
2012-05-23,ATL,0,0,0,0,0
2012-05-24,ATL,0,0,0,0,0
2012-05-25,ATL,0,0,0,0,0
2012-05-26,ATL,0,0,0,0,0
2012-05-27,ATL,0,0,0,0,0
2012-05-28,ATL,0,0,0,0,0
2012-05-29,ATL,0,0,0,0,0
2012-05-30,ATL,0,1,0,1,0
2012-05-31,ATL,0,0,0,0,0
2012-06-01,ATL,1,1,0,1,0
2012-06-02,ATL,0,0,0,0,0
2012-06-03,ATL,0,0,0,1,0
2012-06-04,ATL,0,1,0,1,0
2012-06-05,ATL,0,1,0,0,0
2012-06-06,ATL,0,0,0,0,0
2012-06-07,ATL,0,0,0,0,0
2012-06-08,ATL,0,0,0,0,0
2012-06-09,ATL,0,0,0,0,0
2012-06-10,ATL,0,1,0,1,0
2012-06-11,ATL,0,1,0,0,0
2012-06-12,ATL,0,0,0,0,0
2012-06-13,ATL,0,1,0,1,0
2012-06-14,ATL,0,0,0,1,0
2012-06-15,ATL,0,0,0,0,0
2012-06-16,ATL,0,0,0,0,0
2012-06-17,ATL,0,0,0,0,0
2012-06-18,ATL,0,0,0,0,0
2012-06-19,ATL,0,0,0,0,0
2012-06-20,ATL,0,0,0,0,0
2012-06-21,ATL,0,0,0,0,0
2012-06-22,ATL,0,1,0,0,0
2012-06-23,ATL,0,0,0,0,0
2012-06-24,ATL,0,0,0,0,0
2012-06-25,ATL,0,0,0,0,0
2012-06-26,ATL,0,0,0,0,0
2012-06-27,ATL,0,0,0,0,0
2012-06-28,ATL,0,0,0,0,0
2012-06-29,ATL,0,0,0,0,0
2012-06-30,ATL,0,0,0,0,0
2012-07-01,ATL,0,0,0,0,0
2012-07-02,ATL,0,0,0,0,0
2012-07-03,ATL,0,1,0,1,0
2012-07-04,ATL,0,1,0,1,0
2012-07-05,ATL,0,0,0,0,0
2012-07-06,ATL,0,1,0,1,0
2012-07-07,ATL,0,0,0,0,0
2012-07-08,ATL,0,0,0,0,0
2012-07-09,ATL,0,1,0,1,0
2012-07-10,ATL,0,1,0,1,0
2012-07-11,ATL,0,1,0,1,0
2012-07-12,ATL,0,1,0,0,0
2012-07-13,ATL,0,1,0,1,0
2012-07-14,ATL,0,0,0,1,0
2012-07-15,ATL,0,0,0,0,0
2012-07-16,ATL,0,1,0,1,0
2012-07-17,ATL,0,1,0,1,0
2012-07-18,ATL,0,1,0,1,0
2012-07-19,ATL,0,0,0,0,0
2012-07-20,ATL,0,0,0,0,0
2012-07-21,ATL,0,1,0,1,0
2012-07-22,ATL,0,0,0,0,0
2012-07-23,ATL,0,0,0,1,0
2012-07-24,ATL,0,0,0,0,0
2012-07-25,ATL,0,0,0,0,0
2012-07-26,ATL,0,1,0,1,0
2012-07-27,ATL,0,1,0,1,0
2012-07-28,ATL,0,0,0,0,0
2012-07-29,ATL,0,0,0,0,0
2012-07-30,ATL,0,0,0,0,0
2012-07-31,ATL,0,1,0,1,0
2012-08-01,ATL,1,0,0,0,0
2012-08-02,ATL,0,1,0,1,0
2012-08-03,ATL,0,1,0,1,0
2012-08-04,ATL,0,0,0,0,0
2012-08-05,ATL,0,0,0,0,0
2012-08-06,ATL,0,1,0,0,0
2012-08-07,ATL,0,0,0,0,0
2012-08-08,ATL,0,0,0,1,0
2012-08-09,ATL,0,1,0,1,0
2012-08-10,ATL,0,0,0,0,0
2012-08-11,ATL,0,1,0,0,0
2012-08-12,ATL,0,0,0,0,0
2012-08-13,ATL,0,1,0,1,0
2012-08-14,ATL,0,1,0,1,0
2012-08-15,ATL,0,0,0,0,0
2012-08-16,ATL,0,0,0,0,0
2012-08-17,ATL,0,0,0,0,0
2012-08-18,ATL,0,1,0,1,0
2012-08-19,ATL,1,1,0,0,0
2012-08-20,ATL,0,0,0,0,0
2012-08-21,ATL,0,0,0,0,0
2012-08-22,ATL,0,1,0,1,0
2012-08-23,ATL,0,1,0,1,0
2012-08-24,ATL,0,0,0,0,0
2012-08-25,ATL,0,1,0,0,0
2012-08-26,ATL,0,0,0,0,0
2012-08-27,ATL,0,0,0,0,0
2012-08-28,ATL,0,1,0,0,0
2012-08-29,ATL,0,0,0,0,0
2012-08-30,ATL,0,1,0,0,0
2012-08-31,ATL,0,0,0,0,0
2012-09-01,ATL,0,0,0,0,0
2012-09-02,ATL,0,0,0,0,0
2012-09-03,ATL,0,0,0,0,0
2012-09-04,ATL,0,1,0,0,0
2012-09-05,ATL,0,0,0,0,0
2012-09-06,ATL,0,1,0,0,0
2012-09-07,ATL,0,0,0,0,0
2012-09-08,ATL,0,1,0,0,0
2012-09-09,ATL,0,0,0,0,0
2012-09-10,ATL,0,0,0,0,0
2012-09-11,ATL,0,0,0,0,0
2012-09-12,ATL,0,0,0,0,0
2012-09-13,ATL,0,1,0,0,0
2012-09-14,ATL,0,1,0,0,0
2012-09-15,ATL,0,0,0,0,0
2012-09-16,ATL,0,1,0,1,0
2012-09-17,ATL,0,1,0,1,0
2012-09-18,ATL,0,1,0,1,0
2012-09-19,ATL,0,0,0,0,0
2012-09-20,ATL,0,0,0,0,0
2012-09-21,ATL,1,0,0,0,0
2012-09-22,ATL,0,0,0,0,0
2012-09-23,ATL,0,0,0,0,0
2012-09-24,ATL,0,0,0,0,0
2012-09-25,ATL,0,0,0,0,0
2012-09-26,ATL,0,0,0,0,0
2012-09-27,ATL,0,0,0,0,0
2012-09-28,ATL,0,0,0,0,0
2012-09-29,ATL,0,0,0,1,0
2012-09-30,ATL,0,1,0,0,0
2012-10-01,ATL,1,1,0,0,0
2012-10-02,ATL,0,0,0,0,0
2012-10-03,ATL,0,0,0,0,0
2012-10-04,ATL,0,0,0,0,0
2012-10-05,ATL,0,0,0,0,0
2012-10-06,ATL,0,0,0,0,0
2012-10-07,ATL,0,0,0,0,0
2012-10-08,ATL,0,0,0,0,0
2012-10-09,ATL,0,0,0,0,0
2012-10-10,ATL,0,0,0,0,0
2012-10-11,ATL,0,0,0,0,0
2012-10-12,ATL,0,0,0,0,0
2012-10-13,ATL,0,0,0,0,0
2012-10-14,ATL,0,0,0,0,0
2012-10-15,ATL,0,1,0,1,0
2012-10-16,ATL,0,0,0,0,0
2012-10-17,ATL,0,0,0,0,0
2012-10-18,ATL,0,1,0,0,0
2012-10-19,ATL,0,0,0,0,0
2012-10-20,ATL,0,0,0,0,0
2012-10-21,ATL,0,0,0,0,0
2012-10-22,ATL,0,0,0,0,0
2012-10-23,ATL,0,0,0,0,0
2012-10-24,ATL,0,0,0,0,0
2012-10-25,ATL,0,0,0,0,0
2012-10-26,ATL,0,0,0,0,0
2012-10-27,ATL,0,0,0,0,0
2012-10-28,ATL,0,0,0,0,0
2012-10-29,ATL,0,0,0,0,0
2012-10-30,ATL,0,0,0,0,0
2012-10-31,ATL,0,0,0,0,0
2012-11-01,ATL,0,0,0,0,0
2012-11-02,ATL,0,0,0,0,0
2012-11-03,ATL,0,0,0,0,0
2012-11-04,ATL,0,1,0,0,0
2012-11-05,ATL,0,1,0,0,0
2012-11-06,ATL,0,1,0,0,0
2012-11-07,ATL,0,1,0,0,0
2012-11-08,ATL,0,0,0,0,0
2012-11-09,ATL,0,0,0,0,0
2012-11-10,ATL,0,0,0,0,0
2012-11-11,ATL,0,0,0,0,0
2012-11-12,ATL,0,1,0,0,0
2012-11-13,ATL,0,0,0,0,0
2012-11-14,ATL,0,1,0,0,0
2012-11-15,ATL,0,0,0,0,0
2012-11-16,ATL,0,0,0,0,0
2012-11-17,ATL,0,0,0,0,0
2012-11-18,ATL,0,0,0,0,0
2012-11-19,ATL,0,0,0,0,0
2012-11-20,ATL,0,0,0,0,0
2012-11-21,ATL,0,0,0,0,0
2012-11-22,ATL,0,0,0,0,0
2012-11-23,ATL,0,0,0,0,0
2012-11-24,ATL,0,0,0,0,0
2012-11-25,ATL,0,0,0,0,0
2012-11-26,ATL,0,0,0,0,0
2012-11-27,ATL,0,1,0,0,0
2012-11-28,ATL,0,0,0,0,0
2012-11-29,ATL,0,0,0,0,0
2012-11-30,ATL,0,0,0,0,0
2012-12-01,ATL,0,0,0,0,0
2012-12-02,ATL,0,0,0,0,0
2012-12-03,ATL,0,0,0,0,0
2012-12-04,ATL,0,0,0,0,0
2012-12-05,ATL,0,0,0,0,0
2012-12-06,ATL,0,0,0,0,0
2012-12-07,ATL,0,0,0,0,0
2012-12-08,ATL,0,1,0,0,0
2012-12-09,ATL,0,0,0,0,0
2012-12-10,ATL,0,1,0,1,0
2012-12-11,ATL,0,0,0,0,0
2012-12-12,ATL,0,0,0,0,0
2012-12-13,ATL,0,0,0,0,0
2012-12-14,ATL,0,0,0,0,0
2012-12-15,ATL,0,0,0,0,0
2012-12-16,ATL,0,1,0,0,0
2012-12-17,ATL,1,1,0,0,0
2012-12-18,ATL,0,0,0,0,0
2012-12-19,ATL,0,0,0,0,0
2012-12-20,ATL,0,1,0,0,0
2012-12-21,ATL,0,0,0,0,0
2012-12-22,ATL,0,0,0,0,0
2012-12-23,ATL,0,0,0,0,0
2012-12-24,ATL,1,1,0,1,0
2012-12-25,ATL,1,1,0,1,0
2012-12-26,ATL,0,1,0,1,0
2012-12-27,ATL,0,0,0,0,0
2012-12-28,ATL,0,1,0,0,0
2012-12-29,ATL,0,1,0,0,0
2012-12-30,ATL,0,0,0,0,0
