DateOfDeparture,Departure,Arrival,Mean_Temp
2011-11-24,DFW,ORD,19.553632
2011-11-24,DFW,PHL,10.306184
2011-11-24,DFW,SFO,18.257184
2011-11-24,DTW,ATL,17.504648
2011-11-24,DTW,LGA,21.290904
2011-11-24,DTW,ORD,14.292288
2011-11-24,EWR,ATL,19.311344
2011-11-24,EWR,BOS,18.36964
2011-11-24,EWR,LAX,19.67908
2011-11-24,EWR,MCO,21.111256
2011-11-24,EWR,ORD,24.402176
2011-11-24,EWR,SFO,16.399648
2011-11-24,IAH,LAX,18.159584
2011-11-24,IAH,ORD,18.577664
2011-11-24,JFK,LAS,21.225088
2011-11-24,JFK,LAX,27.742056
2011-11-24,JFK,MCO,24.14144
2011-11-24,JFK,MIA,26.631288
2011-11-24,JFK,SFO,24.95224
2011-11-24,LAS,DEN,20.038584
2011-11-24,LAS,DFW,18.043776
2011-11-24,LAS,JFK,18.56428
2011-11-24,LAS,LAX,22.128896
2011-11-24,LAS,ORD,16.30284
2011-11-24,LAS,SFO,23.626952
2011-11-24,LAX,ATL,25.156824
2011-11-24,LAX,BOS,18.2092
2011-11-24,LAX,DEN,22.124112
2011-11-24,LAX,DFW,25.373984
2011-11-24,LAX,EWR,15.110096
2011-11-24,LAX,IAH,22.37104
2011-11-24,LAX,JFK,29.408928
2011-11-24,LAX,LAS,27.319488
2011-11-24,LAX,ORD,24.933208
2011-11-24,LAX,SEA,22.27832
2011-11-24,LAX,SFO,27.63844
2011-11-24,LGA,ATL,24.529544
2011-11-24,LGA,BOS,2.156896
2011-11-24,LGA,CLT,18.62308
2011-11-24,LGA,DFW,16.490208
2011-11-24,LGA,DTW,22.663352
2011-11-24,LGA,MIA,24.753936
2011-11-24,LGA,ORD,28.151448
2011-11-24,MCO,ATL,19.783864
2011-11-24,MCO,EWR,18.956952
2011-11-24,MCO,PHL,17.727064
2011-11-24,MIA,ATL,18.679024
2011-11-24,MIA,JFK,21.57408
2011-11-24,MIA,LGA,20.75444
2011-11-24,MSP,ATL,17.501768
2011-11-24,MSP,DEN,16.211424
2011-11-24,MSP,ORD,18.502176
2011-11-24,ORD,ATL,14.816632
2011-11-24,ORD,BOS,18.995256
2011-11-24,ORD,DEN,17.257832
2011-11-24,ORD,DFW,22.707472
2011-11-24,ORD,DTW,16.884536
2011-11-24,ORD,EWR,18.286464
2011-11-24,ORD,IAH,21.312192
2011-11-24,ORD,LAS,19.2852
2011-11-24,ORD,LAX,24.573056
2011-11-24,ORD,LGA,25.714472
2011-11-24,ORD,MSP,14.590624
2011-11-24,ORD,PHL,17.443064
2011-11-24,ORD,PHX,18.595896
2011-11-24,ORD,SEA,15.3332
2011-11-24,ORD,SFO,19.940672
2011-11-24,PHL,ATL,17.807736
2011-11-24,PHL,BOS,11.06868
2011-11-24,PHL,DFW,14.291824
2011-11-24,PHL,MCO,20.519936
2011-11-24,PHL,ORD,14.612616
2011-11-24,PHX,DEN,20.104792
2011-11-24,PHX,ORD,18.267176
2011-11-24,SEA,DEN,17.961848
2011-11-24,SEA,LAX,24.275472
2011-11-24,SEA,ORD,17.807976
2011-11-24,SEA,SFO,24.434888
2011-11-24,SFO,ATL,18.180248
2011-11-24,SFO,BOS,14.717
2011-11-24,SFO,DEN,20.09228
2011-11-24,SFO,DFW,15.526912
2011-11-24,SFO,EWR,17.839264
2011-11-24,SFO,JFK,21.493432
2011-11-24,SFO,LAS,23.972416
2011-11-24,SFO,LAX,29.988312
2011-11-24,SFO,ORD,24.772224
2011-11-24,SFO,SEA,19.995072
2011-11-25,ATL,BOS,19.25488
2011-11-25,ATL,CLT,13.05148
2011-11-25,ATL,DEN,16.42536
2011-11-25,ATL,DFW,13.129336
2011-11-25,ATL,DTW,13.17976
2011-11-25,ATL,EWR,17.540304
2011-11-25,ATL,LAX,24.041192
2011-11-25,ATL,LGA,21.111496
2011-11-25,ATL,MCO,23.009984
2011-11-25,ATL,MIA,17.860288
2011-11-25,ATL,MSP,17.010784
2011-11-25,ATL,ORD,18.251384
2011-11-25,ATL,PHL,16.3038
2011-11-25,ATL,SFO,16.501456
2011-11-25,BOS,ATL,19.652256
2011-11-25,BOS,EWR,15.601712
2011-11-25,BOS,LAX,16.869816
2011-11-25,BOS,LGA,6.638192
2011-11-25,BOS,ORD,19.33432
2011-11-25,BOS,PHL,9.409152
2011-11-25,BOS,SFO,17.38656
2011-11-25,CLT,ATL,13.574368
2011-11-25,CLT,LGA,17.44416
2011-11-25,DEN,ATL,16.528808
2011-11-25,DEN,DFW,17.094472
2011-11-25,DEN,LAS,22.085144
2011-11-25,DEN,LAX,19.187032
2011-11-25,DEN,MSP,14.662728
2011-11-25,DEN,ORD,15.552576
2011-11-25,DEN,PHX,16.938712
2011-11-25,DEN,SEA,20.094376
2011-11-25,DEN,SFO,21.29
2011-11-25,DFW,ATL,19.113192
2011-11-25,DFW,BOS,10.032992
2011-11-25,DFW,DEN,19.302488
2011-11-25,DFW,LAS,20.723272
2011-11-25,DFW,LAX,24.689088
2011-11-25,DFW,LGA,20.367904
2011-11-25,DFW,ORD,20.54888
2011-11-25,DFW,PHL,11.374104
2011-11-25,DFW,SFO,20.693208
2011-11-25,DTW,ATL,17.23884
2011-11-25,DTW,LGA,20.178704
2011-11-25,DTW,ORD,18.266888
2011-11-25,EWR,ATL,17.176088
2011-11-25,EWR,BOS,16.515872
2011-11-25,EWR,LAX,21.068984
2011-11-25,EWR,MCO,21.660816
2011-11-25,EWR,ORD,24.112712
2011-11-25,EWR,SFO,20.81324
2011-11-25,IAH,LAX,20.891056
2011-11-25,IAH,ORD,20.235136
2011-11-25,JFK,LAS,18.462344
2011-11-25,JFK,LAX,30.128552
2011-11-25,JFK,MCO,22.860992
2011-11-25,JFK,MIA,22.476712
2011-11-25,JFK,SFO,21.442184
2011-11-25,LAS,DEN,17.0632
2011-11-25,LAS,DFW,18.168392
2011-11-25,LAS,JFK,19.872
2011-11-25,LAS,LAX,26.484864
2011-11-25,LAS,ORD,21.911232
2011-11-25,LAS,SFO,22.286376
2011-11-25,LAX,ATL,22.26836
2011-11-25,LAX,BOS,16.462568
2011-11-25,LAX,DEN,22.462992
2011-11-25,LAX,DFW,25.176552
2011-11-25,LAX,EWR,17.867616
2011-11-25,LAX,IAH,22.250232
2011-11-25,LAX,JFK,29.166752
2011-11-25,LAX,LAS,26.12076
2011-11-25,LAX,ORD,25.560128
2011-11-25,LAX,SEA,21.085104
2011-11-25,LAX,SFO,25.23648
2011-11-25,LGA,ATL,23.119144
2011-11-25,LGA,BOS,7.430336
2011-11-25,LGA,CLT,18.6724
2011-11-25,LGA,DFW,18.929448
2011-11-25,LGA,DTW,19.22032
2011-11-25,LGA,MIA,23.287008
2011-11-25,LGA,ORD,24.781224
2011-11-25,MCO,ATL,20.637256
2011-11-25,MCO,EWR,23.044304
2011-11-25,MCO,PHL,19.691
2011-11-25,MIA,ATL,19.245
2011-11-25,MIA,JFK,19.814808
2011-11-25,MIA,LGA,21.365368
2011-11-25,MSP,ATL,16.291432
2011-11-25,MSP,DEN,18.972768
2011-11-25,MSP,ORD,16.54268
2011-11-25,ORD,ATL,16.842088
2011-11-25,ORD,BOS,17.704952
2011-11-25,ORD,DEN,19.887848
2011-11-25,ORD,DFW,19.659904
2011-11-25,ORD,DTW,14.929112
2011-11-25,ORD,EWR,16.670048
2011-11-25,ORD,IAH,18.28128
2011-11-25,ORD,LAS,21.3818
2011-11-25,ORD,LAX,25.851808
2011-11-25,ORD,LGA,23.777968
2011-11-25,ORD,MSP,15.731552
2011-11-25,ORD,PHL,12.349944
2011-11-25,ORD,PHX,17.414952
2011-11-25,ORD,SEA,15.527512
2011-11-25,ORD,SFO,24.993232
2011-11-25,PHL,ATL,16.83568
2011-11-25,PHL,BOS,8.1432
2011-11-25,PHL,DFW,13.038264
2011-11-25,PHL,MCO,20.134768
2011-11-25,PHL,ORD,15.810936
2011-11-25,PHX,DEN,20.580552
2011-11-25,PHX,ORD,19.647472
2011-11-25,SEA,DEN,13.593968
2011-11-25,SEA,LAX,20.161632
2011-11-25,SEA,ORD,20.340928
2011-11-25,SEA,SFO,22.042584
2011-11-25,SFO,ATL,18.846432
2011-11-25,SFO,BOS,15.145968
2011-11-25,SFO,DEN,18.259016
2011-11-25,SFO,DFW,17.932336
2011-11-25,SFO,EWR,16.876048
2011-11-25,SFO,JFK,22.924944
2011-11-25,SFO,LAS,24.076144
2011-11-25,SFO,LAX,26.601688
2011-11-25,SFO,ORD,25.751216
2011-11-25,SFO,SEA,18.179096
2011-11-26,ATL,BOS,19.298984
2011-11-26,ATL,CLT,14.91932
2011-11-26,ATL,DEN,19.495424
2011-11-26,ATL,DFW,21.955224
2011-11-26,ATL,DTW,19.448936
2011-11-26,ATL,EWR,21.521184
2011-11-26,ATL,LAX,25.717536
2011-11-26,ATL,LGA,26.99616
2011-11-26,ATL,MCO,21.60628
2011-11-26,ATL,MIA,20.18268
2011-11-26,ATL,MSP,16.594328
2011-11-26,ATL,ORD,21.951768
2011-11-26,ATL,PHL,20.283448
2011-11-26,ATL,SFO,18.8112
2011-11-26,BOS,ATL,17.91096
2011-11-26,BOS,EWR,16.720064
2011-11-26,BOS,LAX,21.022944
2011-11-26,BOS,LGA,5.869008
2011-11-26,BOS,ORD,26.098952
2011-11-26,BOS,PHL,14.672496
2011-11-26,BOS,SFO,21.83716
2011-11-26,CLT,ATL,16.410864
2011-11-26,CLT,LGA,21.063392
2011-11-26,DEN,ATL,19.691304
2011-11-26,DEN,DFW,20.831224
2011-11-26,DEN,LAS,17.953344
2011-11-26,DEN,LAX,24.984728
2011-11-26,DEN,MSP,20.330016
2011-11-26,DEN,ORD,21.55372
2011-11-26,DEN,PHX,24.562888
2011-11-26,DEN,SEA,20.230752
2011-11-26,DEN,SFO,20.568624
2011-11-26,DFW,ATL,23.258528
2011-11-26,DFW,BOS,15.172608
2011-11-26,DFW,DEN,20.238088
2011-11-26,DFW,LAS,19.083704
2011-11-26,DFW,LAX,25.091192
2011-11-26,DFW,LGA,19.660992
2011-11-26,DFW,ORD,25.208888
2011-11-26,DFW,PHL,17.425984
2011-11-26,DFW,SFO,20.517176
2011-11-26,DTW,ATL,16.807024
2011-11-26,DTW,LGA,23.231072
2011-11-26,DTW,ORD,21.286792
2011-11-26,EWR,ATL,18.982352
2011-11-26,EWR,BOS,15.244064
2011-11-26,EWR,LAX,21.072936
2011-11-26,EWR,MCO,23.668904
2011-11-26,EWR,ORD,26.099608
2011-11-26,EWR,SFO,25.80968
2011-11-26,IAH,LAX,23.484384
2011-11-26,IAH,ORD,23.94672
2011-11-26,JFK,LAS,21.473336
2011-11-26,JFK,LAX,29.913064
2011-11-26,JFK,MCO,23.050768
2011-11-26,JFK,MIA,22.931944
2011-11-26,JFK,SFO,23.28956
2011-11-26,LAS,DEN,19.509664
2011-11-26,LAS,DFW,20.503144
2011-11-26,LAS,JFK,24.9312
2011-11-26,LAS,LAX,24.992072
2011-11-26,LAS,ORD,24.239112
2011-11-26,LAS,SFO,22.099792
2011-11-26,LAX,ATL,26.879944
2011-11-26,LAX,BOS,24.752408
2011-11-26,LAX,DEN,23.470736
2011-11-26,LAX,DFW,26.10012
2011-11-26,LAX,EWR,23.677416
2011-11-26,LAX,IAH,25.176832
2011-11-26,LAX,JFK,29.744992
2011-11-26,LAX,LAS,26.295264
2011-11-26,LAX,ORD,27.709936
2011-11-26,LAX,SEA,23.161784
2011-11-26,LAX,SFO,30.269448
2011-11-26,LGA,ATL,26.250096
2011-11-26,LGA,BOS,10.111128
2011-11-26,LGA,CLT,19.6142
2011-11-26,LGA,DFW,20.167592
2011-11-26,LGA,DTW,22.306552
2011-11-26,LGA,MIA,24.170464
2011-11-26,LGA,ORD,30.16408
2011-11-26,MCO,ATL,23.449504
2011-11-26,MCO,EWR,23.68848
2011-11-26,MCO,PHL,22.213336
2011-11-26,MIA,ATL,18.365232
2011-11-26,MIA,JFK,23.600088
2011-11-26,MIA,LGA,23.641736
2011-11-26,MSP,ATL,18.241272
2011-11-26,MSP,DEN,20.010808
2011-11-26,MSP,ORD,20.492856
2011-11-26,ORD,ATL,20.616336
2011-11-26,ORD,BOS,25.698992
2011-11-26,ORD,DEN,21.5638
2011-11-26,ORD,DFW,24.757072
2011-11-26,ORD,DTW,19.22124
2011-11-26,ORD,EWR,23.9954
2011-11-26,ORD,IAH,18.792696
2011-11-26,ORD,LAS,19.437896
2011-11-26,ORD,LAX,28.201776
2011-11-26,ORD,LGA,28.437016
2011-11-26,ORD,MSP,21.214072
2011-11-26,ORD,PHL,20.802664
2011-11-26,ORD,PHX,21.959088
2011-11-26,ORD,SEA,19.564296
2011-11-26,ORD,SFO,26.16888
2011-11-26,PHL,ATL,21.956992
2011-11-26,PHL,BOS,17.476664
2011-11-26,PHL,DFW,14.099192
2011-11-26,PHL,MCO,22.601528
2011-11-26,PHL,ORD,24.984608
2011-11-26,PHX,DEN,22.910968
2011-11-26,PHX,ORD,22.976312
2011-11-26,SEA,DEN,20.02264
2011-11-26,SEA,LAX,24.334328
2011-11-26,SEA,ORD,22.041656
2011-11-26,SEA,SFO,19.551392
2011-11-26,SFO,ATL,19.5602
2011-11-26,SFO,BOS,23.246632
2011-11-26,SFO,DEN,23.601184
2011-11-26,SFO,DFW,19.788816
2011-11-26,SFO,EWR,23.822152
2011-11-26,SFO,JFK,27.037328
2011-11-26,SFO,LAS,21.902744
2011-11-26,SFO,LAX,30.870384
2011-11-26,SFO,ORD,25.723264
2011-11-26,SFO,SEA,22.336976
2011-11-27,ATL,BOS,26.5782
2011-11-27,ATL,CLT,21.287048
2011-11-27,ATL,DEN,24.837776
2011-11-27,ATL,DFW,28.630632
2011-11-27,ATL,DTW,23.260912
2011-11-27,ATL,EWR,22.941272
2011-11-27,ATL,LAX,26.156152
2011-11-27,ATL,LGA,29.327064
2011-11-27,ATL,MCO,26.817592
2011-11-27,ATL,MIA,23.682712
2011-11-27,ATL,MSP,21.55436
2011-11-27,ATL,ORD,25.3558
2011-11-27,ATL,PHL,27.844888
2011-11-27,ATL,SFO,23.967544
2011-11-27,BOS,ATL,26.537016
2011-11-27,BOS,EWR,19.021936
2011-11-27,BOS,LAX,24.825776
2011-11-27,BOS,LGA,18.064776
2011-11-27,BOS,ORD,31.39424
2011-11-27,BOS,PHL,22.907696
2011-11-27,BOS,SFO,24.014448
2011-11-27,CLT,ATL,18.471104
2011-11-27,CLT,LGA,26.116264
2011-11-27,DEN,ATL,24.587568
2011-11-27,DEN,DFW,25.032096
2011-11-27,DEN,LAS,22.832168
2011-11-27,DEN,LAX,25.901072
2011-11-27,DEN,MSP,23.482528
2011-11-27,DEN,ORD,23.394928
2011-11-27,DEN,PHX,27.577552
2011-11-27,DEN,SEA,25.374488
2011-11-27,DEN,SFO,24.394032
2011-11-27,DFW,ATL,28.148304
2011-11-27,DFW,BOS,20.21656
2011-11-27,DFW,DEN,27.15992
2011-11-27,DFW,LAS,24.51076
2011-11-27,DFW,LAX,29.893744
2011-11-27,DFW,LGA,24.392592
2011-11-27,DFW,ORD,26.818488
2011-11-27,DFW,PHL,21.11836
2011-11-27,DFW,SFO,25.451416
2011-11-27,DTW,ATL,24.671608
2011-11-27,DTW,LGA,25.08996
2011-11-27,DTW,ORD,20.334064
2011-11-27,EWR,ATL,23.476952
2011-11-27,EWR,BOS,24.286472
2011-11-27,EWR,LAX,26.682016
2011-11-27,EWR,MCO,27.657992
2011-11-27,EWR,ORD,27.525048
2011-11-27,EWR,SFO,25.80076
2011-11-27,IAH,LAX,26.32184
2011-11-27,IAH,ORD,24.880424
2011-11-27,JFK,LAS,24.224832
2011-11-27,JFK,LAX,35.499032
2011-11-27,JFK,MCO,25.157728
2011-11-27,JFK,MIA,28.468856
2011-11-27,JFK,SFO,28.510152
2011-11-27,LAS,DEN,24.224848
2011-11-27,LAS,DFW,21.98984
2011-11-27,LAS,JFK,26.62036
2011-11-27,LAS,LAX,28.545712
2011-11-27,LAS,ORD,23.344344
2011-11-27,LAS,SFO,28.417336
2011-11-27,LAX,ATL,28.174968
2011-11-27,LAX,BOS,28.6912
2011-11-27,LAX,DEN,25.596048
2011-11-27,LAX,DFW,30.48916
2011-11-27,LAX,EWR,27.518544
2011-11-27,LAX,IAH,24.054592
2011-11-27,LAX,JFK,35.922184
2011-11-27,LAX,LAS,25.26472
2011-11-27,LAX,ORD,31.286344
2011-11-27,LAX,SEA,25.5428
2011-11-27,LAX,SFO,34.685872
2011-11-27,LGA,ATL,30.215536
2011-11-27,LGA,BOS,25.16864
2011-11-27,LGA,CLT,24.133664
2011-11-27,LGA,DFW,20.397112
2011-11-27,LGA,DTW,27.501696
2011-11-27,LGA,MIA,27.340032
2011-11-27,LGA,ORD,32.219144
2011-11-27,MCO,ATL,27.006416
2011-11-27,MCO,EWR,24.526776
2011-11-27,MCO,PHL,25.851816
2011-11-27,MIA,ATL,25.786592
2011-11-27,MIA,JFK,25.53392
2011-11-27,MIA,LGA,23.90576
2011-11-27,MSP,ATL,23.768048
2011-11-27,MSP,DEN,23.75696
2011-11-27,MSP,ORD,26.213952
2011-11-27,ORD,ATL,26.648352
2011-11-27,ORD,BOS,26.666808
2011-11-27,ORD,DEN,21.68052
2011-11-27,ORD,DFW,26.11004
2011-11-27,ORD,DTW,21.6378
2011-11-27,ORD,EWR,26.715488
2011-11-27,ORD,IAH,26.2242
2011-11-27,ORD,LAS,21.48756
2011-11-27,ORD,LAX,28.691208
2011-11-27,ORD,LGA,34.067664
2011-11-27,ORD,MSP,23.586144
2011-11-27,ORD,PHL,26.532064
2011-11-27,ORD,PHX,25.190056
2011-11-27,ORD,SEA,24.578184
2011-11-27,ORD,SFO,28.535768
2011-11-27,PHL,ATL,27.581776
2011-11-27,PHL,BOS,21.688344
2011-11-27,PHL,DFW,20.422328
2011-11-27,PHL,MCO,27.371528
2011-11-27,PHL,ORD,25.655048
2011-11-27,PHX,DEN,25.443512
2011-11-27,PHX,ORD,23.18392
2011-11-27,SEA,DEN,23.086288
2011-11-27,SEA,LAX,28.7136
2011-11-27,SEA,ORD,23.783248
2011-11-27,SEA,SFO,27.008496
2011-11-27,SFO,ATL,24.11376
2011-11-27,SFO,BOS,24.847768
2011-11-27,SFO,DEN,25.479464
2011-11-27,SFO,DFW,25.634296
2011-11-27,SFO,EWR,26.42392
2011-11-27,SFO,JFK,31.656672
2011-11-27,SFO,LAS,22.640656
2011-11-27,SFO,LAX,31.735936
2011-11-27,SFO,ORD,31.256352
2011-11-27,SFO,SEA,26.3554
2011-11-28,ATL,BOS,29.543864
2011-11-28,ATL,CLT,27.017888
2011-11-28,ATL,DEN,28.919024
2011-11-28,ATL,DFW,32.30932
2011-11-28,ATL,DTW,28.312872
2011-11-28,ATL,EWR,29.041344
2011-11-28,ATL,LAX,31.747888
2011-11-28,ATL,LGA,34.347344
2011-11-28,ATL,MCO,32.422272
2011-11-28,ATL,MIA,27.003288
2011-11-28,ATL,MSP,27.552096
2011-11-28,ATL,ORD,30.441888
2011-11-28,ATL,PHL,32.133712
2011-11-28,ATL,SFO,25.883072
2011-11-28,BOS,ATL,27.177136
2011-11-28,BOS,EWR,27.234312
2011-11-28,BOS,LAX,29.189064
2011-11-28,BOS,LGA,32.198624
2011-11-28,BOS,ORD,34.436592
2011-11-28,BOS,PHL,26.807072
2011-11-28,BOS,SFO,30.771928
2011-11-28,CLT,ATL,23.137752
2011-11-28,CLT,LGA,29.86356
2011-11-28,DEN,ATL,23.952368
2011-11-28,DEN,DFW,29.991952
2011-11-28,DEN,LAS,29.967192
2011-11-28,DEN,LAX,30.15752
2011-11-28,DEN,MSP,25.110968
2011-11-28,DEN,ORD,26.89012
2011-11-28,DEN,PHX,28.723744
2011-11-28,DEN,SEA,25.973144
2011-11-28,DEN,SFO,27.951968
2011-11-28,DFW,ATL,32.628424
2011-11-28,DFW,BOS,26.939328
2011-11-28,DFW,DEN,26.682832
2011-11-28,DFW,LAS,28.178136
2011-11-28,DFW,LAX,31.709368
2011-11-28,DFW,LGA,30.639904
2011-11-28,DFW,ORD,33.142528
2011-11-28,DFW,PHL,27.770232
2011-11-28,DFW,SFO,28.0566
2011-11-28,DTW,ATL,25.626424
2011-11-28,DTW,LGA,26.831896
2011-11-28,DTW,ORD,29.370168
2011-11-28,EWR,ATL,27.591584
2011-11-28,EWR,BOS,29.068744
2011-11-28,EWR,LAX,27.751488
2011-11-28,EWR,MCO,32.095744
2011-11-28,EWR,ORD,31.492912
2011-11-28,EWR,SFO,30.31092
2011-11-28,IAH,LAX,27.228
2011-11-28,IAH,ORD,27.527968
2011-11-28,JFK,LAS,25.698504
2011-11-28,JFK,LAX,36.04808
2011-11-28,JFK,MCO,27.701496
2011-11-28,JFK,MIA,28.450808
2011-11-28,JFK,SFO,30.86928
2011-11-28,LAS,DEN,23.239928
2011-11-28,LAS,DFW,19.826024
2011-11-28,LAS,JFK,22.654088
2011-11-28,LAS,LAX,25.578592
2011-11-28,LAS,ORD,23.03056
2011-11-28,LAS,SFO,26.235368
2011-11-28,LAX,ATL,28.019968
2011-11-28,LAX,BOS,28.570704
2011-11-28,LAX,DEN,28.832208
2011-11-28,LAX,DFW,28.682504
2011-11-28,LAX,EWR,27.125128
2011-11-28,LAX,IAH,25.584792
2011-11-28,LAX,JFK,35.163512
2011-11-28,LAX,LAS,26.659656
2011-11-28,LAX,ORD,30.454944
2011-11-28,LAX,SEA,27.827624
2011-11-28,LAX,SFO,33.688432
2011-11-28,LGA,ATL,30.317184
2011-11-28,LGA,BOS,31.907384
2011-11-28,LGA,CLT,25.858976
2011-11-28,LGA,DFW,29.468272
2011-11-28,LGA,DTW,27.795536
2011-11-28,LGA,MIA,28.366168
2011-11-28,LGA,ORD,38.855744
2011-11-28,MCO,ATL,26.834656
2011-11-28,MCO,EWR,25.122472
2011-11-28,MCO,PHL,25.000352
2011-11-28,MIA,ATL,22.539656
2011-11-28,MIA,JFK,25.75264
2011-11-28,MIA,LGA,24.101648
2011-11-28,MSP,ATL,25.925992
2011-11-28,MSP,DEN,29.466624
2011-11-28,MSP,ORD,28.62796
2011-11-28,ORD,ATL,30.962408
2011-11-28,ORD,BOS,31.225696
2011-11-28,ORD,DEN,26.799408
2011-11-28,ORD,DFW,34.262416
2011-11-28,ORD,DTW,26.955264
2011-11-28,ORD,EWR,33.725144
2011-11-28,ORD,IAH,29.757168
2011-11-28,ORD,LAS,25.396512
2011-11-28,ORD,LAX,32.196208
2011-11-28,ORD,LGA,38.955232
2011-11-28,ORD,MSP,33.557808
2011-11-28,ORD,PHL,30.399032
2011-11-28,ORD,PHX,28.376032
2011-11-28,ORD,SEA,25.211184
2011-11-28,ORD,SFO,32.575424
2011-11-28,PHL,ATL,27.507152
2011-11-28,PHL,BOS,28.321048
2011-11-28,PHL,DFW,27.717032
2011-11-28,PHL,MCO,27.083696
2011-11-28,PHL,ORD,31.137672
2011-11-28,PHX,DEN,29.292952
2011-11-28,PHX,ORD,26.081248
2011-11-28,SEA,DEN,27.668344
2011-11-28,SEA,LAX,25.465336
2011-11-28,SEA,ORD,24.339768
2011-11-28,SEA,SFO,30.30376
2011-11-28,SFO,ATL,24.110816
2011-11-28,SFO,BOS,27.23984
2011-11-28,SFO,DEN,25.885504
2011-11-28,SFO,DFW,28.066328
2011-11-28,SFO,EWR,28.931088
2011-11-28,SFO,JFK,32.122176
2011-11-28,SFO,LAS,26.122648
2011-11-28,SFO,LAX,32.001872
2011-11-28,SFO,ORD,31.650992
2011-11-28,SFO,SEA,27.985128
2011-11-29,ATL,BOS,29.929512
2011-11-29,ATL,CLT,26.406816
2011-11-29,ATL,DEN,26.223696
2011-11-29,ATL,DFW,34.028936
2011-11-29,ATL,DTW,23.963776
2011-11-29,ATL,EWR,25.069056
2011-11-29,ATL,LAX,28.307928
2011-11-29,ATL,LGA,34.142744
2011-11-29,ATL,MCO,30.488728
2011-11-29,ATL,MIA,26.20684
2011-11-29,ATL,MSP,26.97444
2011-11-29,ATL,ORD,29.34464
2011-11-29,ATL,PHL,28.1564
2011-11-29,ATL,SFO,26.40852
2011-11-29,BOS,ATL,27.420768
2011-11-29,BOS,EWR,28.955664
2011-11-29,BOS,LAX,24.2892
2011-11-29,BOS,LGA,34.293824
2011-11-29,BOS,ORD,30.55408
2011-11-29,BOS,PHL,29.985616
2011-11-29,BOS,SFO,29.281048
2011-11-29,CLT,ATL,27.484872
2011-11-29,CLT,LGA,29.15916
2011-11-29,DEN,ATL,22.175896
2011-11-29,DEN,DFW,29.004488
2011-11-29,DEN,LAS,27.10452
2011-11-29,DEN,LAX,26.996888
2011-11-29,DEN,MSP,26.11696
2011-11-29,DEN,ORD,24.893744
2011-11-29,DEN,PHX,28.629304
2011-11-29,DEN,SEA,25.598208
2011-11-29,DEN,SFO,25.456496
2011-11-29,DFW,ATL,29.710792
2011-11-29,DFW,BOS,21.448072
2011-11-29,DFW,DEN,27.960592
2011-11-29,DFW,LAS,21.569808
2011-11-29,DFW,LAX,28.272432
2011-11-29,DFW,LGA,30.050136
2011-11-29,DFW,ORD,30.785512
2011-11-29,DFW,PHL,24.511432
2011-11-29,DFW,SFO,25.50752
2011-11-29,DTW,ATL,24.794392
2011-11-29,DTW,LGA,27.303656
2011-11-29,DTW,ORD,28.192296
2011-11-29,EWR,ATL,26.343184
2011-11-29,EWR,BOS,29.177408
2011-11-29,EWR,LAX,28.25104
2011-11-29,EWR,MCO,26.860992
2011-11-29,EWR,ORD,31.040416
2011-11-29,EWR,SFO,28.080312
2011-11-29,IAH,LAX,26.54124
2011-11-29,IAH,ORD,28.10584
2011-11-29,JFK,LAS,19.866104
2011-11-29,JFK,LAX,36.729576
2011-11-29,JFK,MCO,23.899176
2011-11-29,JFK,MIA,27.720744
2011-11-29,JFK,SFO,30.798264
2011-11-29,LAS,DEN,20.815856
2011-11-29,LAS,DFW,16.429328
2011-11-29,LAS,JFK,21.473496
2011-11-29,LAS,LAX,26.035472
2011-11-29,LAS,ORD,21.056704
2011-11-29,LAS,SFO,20.99996
2011-11-29,LAX,ATL,27.337672
2011-11-29,LAX,BOS,26.066336
2011-11-29,LAX,DEN,28.120632
2011-11-29,LAX,DFW,28.732536
2011-11-29,LAX,EWR,26.41652
2011-11-29,LAX,IAH,24.905008
2011-11-29,LAX,JFK,33.837528
2011-11-29,LAX,LAS,24.570904
2011-11-29,LAX,ORD,30.544264
2011-11-29,LAX,SEA,26.5516
2011-11-29,LAX,SFO,33.709952
2011-11-29,LGA,ATL,31.552392
2011-11-29,LGA,BOS,35.33796
2011-11-29,LGA,CLT,25.516168
2011-11-29,LGA,DFW,27.533624
2011-11-29,LGA,DTW,24.134696
2011-11-29,LGA,MIA,31.390952
2011-11-29,LGA,ORD,38.159824
2011-11-29,MCO,ATL,29.636976
2011-11-29,MCO,EWR,25.0724
2011-11-29,MCO,PHL,23.968736
2011-11-29,MIA,ATL,26.471256
2011-11-29,MIA,JFK,27.343672
2011-11-29,MIA,LGA,26.94476
2011-11-29,MSP,ATL,22.348496
2011-11-29,MSP,DEN,25.191808
2011-11-29,MSP,ORD,31.945888
2011-11-29,ORD,ATL,30.4456
2011-11-29,ORD,BOS,31.39632
2011-11-29,ORD,DEN,29.86704
2011-11-29,ORD,DFW,31.839728
2011-11-29,ORD,DTW,28.490264
2011-11-29,ORD,EWR,30.482512
2011-11-29,ORD,IAH,28.70632
2011-11-29,ORD,LAS,24.540824
2011-11-29,ORD,LAX,30.932736
2011-11-29,ORD,LGA,39.081984
2011-11-29,ORD,MSP,32.713864
2011-11-29,ORD,PHL,27.847296
2011-11-29,ORD,PHX,24.309416
2011-11-29,ORD,SEA,26.744736
2011-11-29,ORD,SFO,29.656744
2011-11-29,PHL,ATL,26.507792
2011-11-29,PHL,BOS,27.08552
